Timer,ULVAC.Stage1.Temp1,ULVAC.Stage2.Temp1,EN4.Power,EN4.Current,EN4.Volt,PLA5.Match.Load.Posi,PLA5.Match.Tune.Posi,PLA5.Match.Load.Pre,PLA5.Match.Tune.Pre,PLA5.Match.DCBias,SBRF5.Forward,SBRF5.Reflect,SBRF5.SetPower,PWESC.Volt1,PWESC.Volt2,OES.Data6,Line.Gauge.i,Ion.Gauge.i,Baratron.Gauge.i,Ar.MFC.i,Ar2.MFC.i,Ar.MFC.o,Ar2.MFC.o,PWPDS.Data,PWPDS.Data2,PWPDS.Data3,PWPDS.Data4,PWPDS.Data5,PWPDS.Data6,PWPDS.Data7,PWPDS.Data8
[2026.02.21 02:22:27],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.70E-03,3.5,80,0,80,0,211743344,211753984,211742400,211743760,211754864,211743888,211754784,211741232
[2026.02.21 02:22:28],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.70E-03,3.5,80,0,80,0,211743184,211751904,211742368,211743936,211754816,211744384,211753504,211745520
[2026.02.21 02:22:29],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.72E-03,3.5,80,0,80,0,211746000,211755760,211743696,211746208,211755120,211745008,211753760,211743920
[2026.02.21 02:22:30],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.70E-03,3.5,80,0,80,0,211742464,211758144,211740912,211746032,211755312,211745184,211754080,211742624
[2026.02.21 02:22:31],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.70E-03,3.5,80,0,80,0,211744624,211753696,211740976,211745152,211754128,211746512,211751168,211742752
[2026.02.21 02:22:32],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.70E-03,3.5,80,0,80,0,211742800,211750464,211742192,211744672,211754064,211746352,211753712,211744016
[2026.02.21 02:22:33],64.8,9,3000,4.8,619,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.75E-03,3.5,80,0,80,0,211745744,211750896,211741856,211743040,211754544,211745872,211753792,211740912
[2026.02.21 02:22:34],64.8,9,2999,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.67E-03,3.5,80,0,80,0,211743664,211749024,211743728,211743792,211752944,211743488,211753328,211742848
[2026.02.21 02:22:35],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211747808,211755136,211742064,211744352,211751904,211743232,211753872,211742624
[2026.02.21 02:22:36],64.8,9,2999,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.16E-03,3.75E-03,3.5,80,0,80,0,211743520,211750048,211740656,211745312,211752640,211743536,211753680,211742384
[2026.02.21 02:22:37],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211741760,211750640,211741680,211745248,211752512,211744608,211753600,211741616
[2026.02.21 02:22:38],64.8,9,2999,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211741632,211750880,211742064,211744272,211752432,211743616,211752016,211741104
[2026.02.21 02:22:39],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.75E-03,3.5,80,0,80,0,211742992,211754160,211744592,211744192,211752944,211743328,211753984,211740240
[2026.02.21 02:22:40],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.70E-03,3.5,80,0,80,0,211740176,211753664,211741728,211745616,211755728,211743808,211753536,211743040
[2026.02.21 02:22:41],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.21E-03,3.78E-03,3.5,80,0,80,0,211744336,211756048,211743216,211743488,211754864,211742368,211752448,211743168
[2026.02.21 02:22:42],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.70E-03,3.5,80,0,80,0,211740048,211750208,211741024,211745008,211753600,211744544,211754576,211741984
[2026.02.21 02:22:43],64.8,9,3000,4.8,621,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211742352,211755808,211740992,211745344,211751408,211743296,211752352,211743888
[2026.02.21 02:22:44],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211745744,211754736,211743296,211742656,211752496,211744656,211753888,211742000
[2026.02.21 02:22:45],64.8,9,2999,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.18E-03,3.72E-03,3.5,80,0,80,0,211743184,211759024,211741856,211748384,211750720,211743136,211749376,211740576
[2026.02.21 02:22:46],64.8,9,3000,4.8,620,80.0,80.0,80,80,617,0,0,0,0,0,0.0,5.21E-03,3.78E-03,3.5,80,0,80,0,211747920,211758768,211741120,211749168,211751440,211743312,211751280,211741840
