Timer,ULVAC.Stage1.Temp1,ULVAC.Stage2.Temp1,EN4.Power,EN4.Current,EN4.Volt,PLA5.Match.Load.Posi,PLA5.Match.Tune.Posi,PLA5.Match.Load.Pre,PLA5.Match.Tune.Pre,PLA5.Match.DCBias,SBRF5.Forward,SBRF5.Reflect,SBRF5.SetPower,PWESC.Volt1,PWESC.Volt2,OES.Data6,Line.Gauge.i,Ion.Gauge.i,Baratron.Gauge.i,Ar.MFC.i,Ar2.MFC.i,Ar.MFC.o,Ar2.MFC.o,PWPDS.Data,PWPDS.Data2,PWPDS.Data3,PWPDS.Data4,PWPDS.Data5,PWPDS.Data6,PWPDS.Data7,PWPDS.Data8
[2026.02.20 11:22:00],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.94E-06,0.0,0,0,0,0,211748128,211733632,211747360,211740656,211733792,211748864,211745296,211756864
[2026.02.20 11:22:01],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.92E-06,0.0,0,0,0,0,211745440,211733984,211747136,211741088,211732928,211749440,211747136,211757376
[2026.02.20 11:22:02],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.94E-06,0.0,0,0,0,0,211744608,211737120,211747968,211740464,211732848,211749504,211746640,211760624
[2026.02.20 11:22:03],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.92E-06,0.0,0,0,0,0,211746192,211743488,211748704,211741248,211733104,211748832,211745840,211765040
[2026.02.20 11:22:04],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.89E-06,0.0,0,0,0,0,211745696,211738640,211748512,211741104,211734016,211748848,211741936,211762192
[2026.02.20 11:22:05],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.92E-06,0.0,0,0,0,0,211741040,211753120,211743808,211738432,211743360,211747312,211748832,211755008
[2026.02.20 11:22:06],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.37E-03,1.89E-06,0.0,0,0,0,0,211736336,211746912,211742512,211738608,211744224,211745424,211747600,211752464
[2026.02.20 11:22:07],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.85E-06,0.0,0,0,0,0,211734544,211743456,211742816,211737312,211743552,211745408,211747216,211750384
[2026.02.20 11:22:08],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.86E-06,0.0,0,0,0,0,211733152,211744576,211742832,211737760,211744000,211742640,211746832,211751520
[2026.02.20 11:22:09],64.6,9,0,0.0,0,80.0,80.0,80,80,0,0,0,0,0,0,0.0,4.39E-03,1.82E-06,0.0,0,0,0,0,211731408,211745392,211742256,211737584,211743568,211743568,211747472,211746528
